variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_19227	1.71E-01	4.11E-03	5.24E-01	6.67E-02	1.04E-01	3.70E-02	
group_19151	1.74E-01	2.03E-02	8.72E-01	-1.39E-02	8.64E-02	9.34E-03	
group_4635	1.74E-01	6.87E-01	5.85E-01	4.63E-02	8.47E-02	3.17E-02	
group_20968	1.67E-01	1.91E-03	9.72E-01	7.46E-03	2.12E-01	2.04E-03	
group_20967	1.67E-01	1.91E-03	9.72E-01	7.46E-03	2.12E-01	2.04E-03	
group_20966	1.67E-01	1.91E-03	9.72E-01	7.46E-03	2.12E-01	2.04E-03	
group_19914	1.67E-01	1.75E-04	1.98E-01	-1.14E-01	8.83E-02	7.47E-02	
group_16267	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
sseD~~~sctB	1.71E-01	1.14E-01	4.11E-01	-6.99E-02	8.49E-02	4.78E-02	
group_11976	1.67E-01	4.56E-05	2.35E-01	-1.10E-01	9.22E-02	6.89E-02	
sigE	1.67E-01	4.56E-05	2.35E-01	-1.10E-01	9.22E-02	6.89E-02	
group_10863	1.67E-01	4.56E-05	2.35E-01	-1.10E-01	9.22E-02	6.89E-02	
group_10193	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_9934	1.67E-01	1.91E-03	2.48E-01	-1.31E-01	1.13E-01	6.70E-02	
group_9625	1.71E-01	1.41E-03	1.68E-01	-1.13E-01	8.22E-02	7.98E-02	
group_9376	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_9130	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_9039	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_7812	1.71E-01	7.45E-06	5.00E-02	-1.75E-01	8.91E-02	1.13E-01	
group_7084	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_6798	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_6318	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_4408	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_4372	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
pseB	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_4247	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3746	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3712	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3711	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3554	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
pseG	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3526	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3503	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3473	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3416	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3372	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
rffA	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3318	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3310	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
pseC	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_3275	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_2960	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_2028	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_1205	1.71E-01	2.60E-02	9.22E-01	-8.63E-03	8.81E-02	5.68E-03	
group_16122	1.67E-01	4.06E-01	4.23E-02	-1.34E-01	6.59E-02	1.18E-01	
group_15558	1.67E-01	1.39E-01	9.68E-01	-2.77E-03	6.94E-02	2.32E-03	
group_10057	1.64E-01	9.29E-11	4.28E-01	6.99E-02	8.81E-02	4.60E-02	
group_4322	1.67E-01	3.32E-02	6.09E-01	-3.71E-02	7.25E-02	2.97E-02	
group_22386	1.64E-01	1.83E-02	6.33E-01	-4.34E-02	9.07E-02	2.78E-02	
group_18879	1.61E-01	3.40E-04	3.64E-01	-1.72E-01	1.89E-01	5.27E-02	
group_16410	1.61E-01	1.14E-03	1.15E-01	-2.69E-01	1.70E-01	9.14E-02	
group_13306	1.61E-01	1.14E-03	3.23E-01	-7.72E-02	7.80E-02	5.73E-02	
group_3653	1.64E-01	1.83E-02	3.70E-01	-6.50E-02	7.24E-02	5.20E-02	
group_24079	1.61E-01	2.99E-01	2.68E-02	1.98E-01	8.90E-02	1.28E-01	
group_22889	1.61E-01	9.44E-07	9.12E-03	-2.33E-01	8.86E-02	1.51E-01	
group_17667	1.61E-01	9.62E-01	4.45E-01	5.82E-02	7.62E-02	4.43E-02	
group_17666	1.61E-01	9.62E-01	4.45E-01	5.82E-02	7.62E-02	4.43E-02	
group_17247	1.61E-01	9.62E-01	4.45E-01	5.82E-02	7.62E-02	4.43E-02	
mobC	1.61E-01	9.62E-01	4.45E-01	5.82E-02	7.62E-02	4.43E-02	
group_16938	1.61E-01	2.21E-05	8.94E-02	-1.72E-01	1.01E-01	9.84E-02	
group_16517	1.61E-01	9.62E-01	4.45E-01	5.82E-02	7.62E-02	4.43E-02	
group_12201	1.57E-01	4.64E-03	3.85E-01	-6.80E-02	7.81E-02	5.05E-02	
group_10856	1.61E-01	9.44E-07	9.12E-03	-2.33E-01	8.86E-02	1.51E-01	
group_10290	1.57E-01	1.56E-03	1.92E-01	-2.07E-01	1.58E-01	7.57E-02	
group_8290	1.57E-01	1.56E-03	1.92E-01	-2.07E-01	1.58E-01	7.57E-02	
group_7248	1.61E-01	2.99E-01	2.68E-02	1.98E-01	8.90E-02	1.28E-01	
group_3430	1.61E-01	9.44E-07	9.12E-03	-2.33E-01	8.86E-02	1.51E-01	
group_3417	1.61E-01	5.33E-02	8.48E-01	1.61E-02	8.39E-02	1.11E-02	
group_3313	1.61E-01	9.44E-07	9.12E-03	-2.33E-01	8.86E-02	1.51E-01	
group_3312	1.61E-01	9.44E-07	9.12E-03	-2.33E-01	8.86E-02	1.51E-01	
group_3233	1.61E-01	5.33E-02	8.48E-01	1.61E-02	8.39E-02	1.11E-02	
ecsC	1.61E-01	2.03E-01	5.33E-01	5.37E-02	8.60E-02	3.62E-02	
group_1247	1.61E-01	5.33E-02	8.48E-01	1.61E-02	8.39E-02	1.11E-02	
group_20754	1.57E-01	4.71E-04	1.11E-01	-1.25E-01	7.83E-02	9.23E-02	
group_17373	1.57E-01	6.95E-06	3.73E-02	-2.08E-01	9.95E-02	1.21E-01	
group_16843	1.57E-01	6.95E-06	3.73E-02	-2.08E-01	9.95E-02	1.21E-01	
group_16418	1.54E-01	6.18E-03	4.28E-01	-6.19E-02	7.79E-02	4.60E-02	
group_15453	1.54E-01	3.88E-02	2.88E-01	-1.53E-01	1.44E-01	6.16E-02	
group_13282	1.54E-01	6.18E-03	4.11E-01	-6.49E-02	7.89E-02	4.77E-02	
group_12934	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_12621	1.57E-01	1.34E-01	7.20E-01	3.00E-02	8.36E-02	2.08E-02	
group_12193	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_11945	1.54E-01	1.63E-02	8.03E-01	3.39E-02	1.36E-01	1.45E-02	
phd	1.57E-01	1.34E-01	7.20E-01	3.00E-02	8.36E-02	2.08E-02	
group_11787	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_11198	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_11197	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_10547	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
ribX	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_10435	1.54E-01	6.18E-03	4.11E-01	-6.49E-02	7.89E-02	4.77E-02	
group_9610	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_9609	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
tauB	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_7742	1.54E-01	6.18E-03	4.23E-01	-6.84E-02	8.53E-02	4.65E-02	
group_7120	1.57E-01	6.16E-01	1.43E-01	1.23E-01	8.38E-02	8.50E-02	
group_4219	1.54E-01	6.18E-03	4.23E-01	-6.84E-02	8.53E-02	4.65E-02	
group_3942	1.54E-01	2.56E-12	5.48E-01	6.35E-02	1.06E-01	3.49E-02	
merT	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
group_23573	1.54E-01	3.88E-02	7.50E-01	-2.73E-02	8.54E-02	1.85E-02	
group_23389	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
group_21662	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
group_21395	1.54E-01	3.88E-02	7.50E-01	-2.73E-02	8.54E-02	1.85E-02	
group_19835	1.51E-01	8.20E-03	5.07E-01	-5.65E-02	8.50E-02	3.85E-02	
group_18865	1.51E-01	2.86E-03	5.97E-02	-3.24E-01	1.71E-01	1.09E-01	
allR~~~iclR	1.51E-01	2.86E-03	5.97E-02	-3.24E-01	1.71E-01	1.09E-01	
group_18794	1.51E-01	2.86E-03	5.97E-02	-3.24E-01	1.71E-01	1.09E-01	
group_18793	1.51E-01	2.86E-03	5.97E-02	-3.24E-01	1.71E-01	1.09E-01	
group_18710	1.51E-01	2.86E-03	5.97E-02	-3.24E-01	1.71E-01	1.09E-01	
group_17440	1.54E-01	4.96E-02	1.63E-03	2.62E-01	8.23E-02	1.81E-01	
group_16889	1.54E-01	4.96E-02	1.63E-03	2.62E-01	8.23E-02	1.81E-01	
group_16463	1.54E-01	5.35E-01	3.06E-01	7.98E-02	7.78E-02	5.94E-02	
group_16105	1.54E-01	4.48E-05	1.44E-01	-1.31E-01	8.95E-02	8.47E-02	
group_15968	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
copD	1.51E-01	8.20E-03	5.07E-01	-5.65E-02	8.50E-02	3.85E-02	
copC	1.51E-01	8.20E-03	5.07E-01	-5.65E-02	8.50E-02	3.85E-02	
sufI	1.51E-01	8.20E-03	5.07E-01	-5.65E-02	8.50E-02	3.85E-02	
group_4919	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
group_4815	1.51E-01	8.20E-03	5.07E-01	-5.65E-02	8.50E-02	3.85E-02	
yHS	1.51E-01	8.20E-03	5.07E-01	-5.65E-02	8.50E-02	3.85E-02	
group_3946	1.54E-01	3.88E-02	7.50E-01	-2.73E-02	8.54E-02	1.85E-02	
group_3555	1.54E-01	3.88E-02	9.74E-01	2.89E-03	9.00E-02	1.86E-03	
merA	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
group_1762	1.51E-01	8.20E-03	4.57E-01	-5.86E-02	7.87E-02	4.32E-02	
group_20457	1.51E-01	8.95E-04	4.51E-02	-1.53E-01	7.62E-02	1.16E-01	
group_19730	1.47E-01	1.08E-02	1.43E-01	-3.01E-01	2.05E-01	8.49E-02	
group_18199	1.47E-01	1.08E-02	4.78E-01	-1.38E-01	1.95E-01	4.12E-02	
group_11068	1.51E-01	6.85E-01	4.52E-01	5.88E-02	7.81E-02	4.36E-02	
group_9259	1.51E-01	8.20E-03	3.71E-01	-7.72E-02	8.61E-02	5.19E-02	
group_8716	1.51E-01	4.93E-02	7.57E-01	-2.41E-02	7.79E-02	1.80E-02	
group_4218	1.51E-01	4.93E-02	8.68E-01	-1.42E-02	8.54E-02	9.62E-03	
group_22323	1.47E-01	1.28E-01	9.29E-01	-7.28E-03	8.13E-02	5.20E-03	
group_19840	1.47E-01	2.38E-01	6.38E-01	3.95E-02	8.37E-02	2.73E-02	
group_19455	1.47E-01	5.96E-01	2.38E-01	9.35E-02	7.92E-02	6.84E-02	
group_18618	1.44E-01	5.16E-03	1.45E-01	-2.23E-01	1.53E-01	8.45E-02	
group_15669	1.44E-01	1.68E-03	6.17E-01	-5.19E-02	1.04E-01	2.90E-02	
group_15668	1.44E-01	1.68E-03	6.17E-01	-5.19E-02	1.04E-01	2.90E-02	
group_15596	1.44E-01	1.68E-03	6.17E-01	-5.19E-02	1.04E-01	2.90E-02	
group_14311	1.47E-01	4.02E-01	6.62E-01	3.41E-02	7.79E-02	2.54E-02	
group_12970	1.44E-01	3.52E-02	6.53E-01	4.35E-02	9.67E-02	2.61E-02	
group_11856	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_10699	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_10215	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_9302	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_8887	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_8156	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_6654	1.47E-01	1.08E-02	5.06E-01	-5.68E-02	8.54E-02	3.86E-02	
group_4990	1.44E-01	5.16E-03	1.35E-01	-3.22E-01	2.15E-01	8.66E-02	
group_3010	1.44E-01	3.98E-05	3.09E-02	-1.95E-01	8.99E-02	1.25E-01	
copK	1.44E-01	1.42E-02	5.98E-01	-4.48E-02	8.47E-02	3.06E-02	
group_21460	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_20593	1.40E-01	8.78E-06	3.40E-02	-1.64E-01	7.68E-02	1.23E-01	
group_20099	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_20098	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_19736	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_19236	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_18652	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_18523	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_18001	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_17777	1.44E-01	1.42E-02	4.84E-01	-5.61E-02	8.01E-02	4.06E-02	
topB~~~yrdD	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_17581	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_17291	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_17290	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_16621	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_15957	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_15228	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_15098	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_14963	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
ecfG	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_14259	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_14248	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13940	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13933	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13921	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13502	1.40E-01	6.89E-03	8.19E-01	-2.11E-02	9.21E-02	1.33E-02	
group_13402	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13391	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13372	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
cpaB	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_13245	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12996	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_12902	1.40E-01	6.89E-03	8.19E-01	-2.11E-02	9.21E-02	1.33E-02	
group_12749	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12732	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12664	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12570	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12558	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12542	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
yhdN	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_12261	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_12260	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
comR	1.40E-01	6.89E-03	8.19E-01	-2.11E-02	9.21E-02	1.33E-02	
group_11984	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_11936	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_11692	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_11439	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_11285	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_11284	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_11035	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_11019	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10952	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
cpsB	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10917	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10880	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
blaOXA455~~~blaOXA~~~blaOXA457	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10682	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10337	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10301	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10178	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10177	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_10088	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9775	1.40E-01	1.91E-01	9.10E-01	-8.67E-03	7.68E-02	6.55E-03	
group_9731	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
algI	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
bcsZ	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9241	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9240	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9208	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9196	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9154	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_9045	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_8437	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_8436	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_8368	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_8090	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_7988	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
bcsQ	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
bcsB	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_7333	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_7065	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
algF	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
bcsC	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_6527	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_6526	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
aroM	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
blaI	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_5727	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_5381	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_5279	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
bcsA	1.40E-01	6.89E-03	2.05E-01	-3.05E-01	2.40E-01	7.34E-02	
group_20707	1.37E-01	2.50E-04	6.92E-02	-1.48E-01	8.11E-02	1.05E-01	
group_20182	1.40E-01	5.42E-01	2.60E-01	9.46E-02	8.39E-02	6.53E-02	
group_19521	1.40E-01	9.30E-01	2.97E-02	1.81E-01	8.31E-02	1.26E-01	
group_18651	1.37E-01	2.31E-01	9.83E-01	1.63E-03	7.77E-02	1.22E-03	
group_18402	1.37E-01	9.17E-03	4.05E-01	-1.74E-01	2.09E-01	4.83E-02	
group_18045	1.37E-01	9.33E-04	9.71E-02	-3.19E-01	1.91E-01	9.61E-02	
group_17763	1.37E-01	9.33E-04	9.71E-02	-3.19E-01	1.91E-01	9.61E-02	
group_17762	1.37E-01	9.33E-04	9.71E-02	-3.19E-01	1.91E-01	9.61E-02	
group_17325	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_17320	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_17192	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_17191	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_16659	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_16327	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_15728	1.34E-01	4.18E-03	3.11E-01	-8.28E-02	8.15E-02	5.88E-02	
group_15076	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14941	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14934	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14760	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14746	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14506	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
wbpG	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14226	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_14215	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_13882	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_13865	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_13454	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_13322	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_13292	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_12774	1.37E-01	9.17E-03	5.78E-01	-1.25E-01	2.25E-01	3.23E-02	
group_12651	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_12618	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_12072	1.37E-01	9.17E-03	3.32E-01	-2.09E-01	2.15E-01	5.63E-02	
group_11832	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
wblI	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_11331	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_10649	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_10582	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
bcsP~~~bcsR	1.37E-01	9.17E-03	4.29E-01	-1.66E-01	2.10E-01	4.59E-02	
group_9060	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_9031	1.37E-01	3.10E-03	6.18E-02	-4.12E-01	2.20E-01	1.08E-01	
rfbA	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_8831	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
group_8157	1.37E-01	9.17E-03	3.80E-01	-1.54E-01	1.75E-01	5.10E-02	
group_7477	1.37E-01	5.96E-05	3.45E-02	-1.96E-01	9.22E-02	1.22E-01	
