variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_8219	8.70E-01	2.65E-01	2.59E-01	1.88E-01	1.66E-01	6.62E-02	
group_7976	8.70E-01	4.84E-01	7.47E-01	5.20E-02	1.61E-01	1.89E-02	
group_7303	8.70E-01	2.65E-01	4.98E-01	1.21E-01	1.78E-01	3.97E-02	
group_4749	8.70E-01	4.84E-01	7.47E-01	5.20E-02	1.61E-01	1.89E-02	
group_4661	8.70E-01	4.84E-01	3.67E-01	1.36E-01	1.50E-01	5.29E-02	
group_4660	8.70E-01	4.84E-01	3.68E-01	1.35E-01	1.49E-01	5.28E-02	
group_20825	8.53E-01	2.65E-01	4.32E-01	1.05E-01	1.33E-01	4.61E-02	
group_19165	8.67E-01	9.73E-01	2.99E-01	-1.29E-01	1.24E-01	6.09E-02	
group_18501	8.67E-01	4.32E-01	5.61E-01	8.50E-02	1.46E-01	3.41E-02	
group_17061	8.53E-01	1.32E-01	9.20E-02	2.24E-01	1.33E-01	9.86E-02	
group_16263	8.67E-01	7.07E-01	4.47E-01	1.07E-01	1.41E-01	4.46E-02	
group_15667	8.67E-01	2.32E-01	1.82E-01	1.87E-01	1.40E-01	7.81E-02	
group_15165	8.67E-01	4.32E-01	4.20E-01	1.20E-01	1.49E-01	4.73E-02	
group_14502	8.67E-01	2.32E-01	2.06E-01	1.91E-01	1.50E-01	7.41E-02	
motB~~~ompA	8.67E-01	7.07E-01	9.30E-01	1.25E-02	1.41E-01	5.19E-03	
group_14119	8.67E-01	4.32E-01	4.20E-01	1.20E-01	1.49E-01	4.73E-02	
group_13741	8.67E-01	7.07E-01	9.90E-01	-1.94E-03	1.49E-01	7.62E-04	
group_13727	8.67E-01	4.32E-01	4.20E-01	1.20E-01	1.49E-01	4.73E-02	
group_13693	8.67E-01	7.07E-01	9.90E-01	-1.94E-03	1.49E-01	7.62E-04	
group_13608	8.67E-01	7.07E-01	9.90E-01	-1.94E-03	1.49E-01	7.62E-04	
group_13112	8.67E-01	4.32E-01	4.20E-01	1.20E-01	1.49E-01	4.73E-02	
group_13058	8.67E-01	7.07E-01	5.93E-01	-7.97E-02	1.49E-01	3.14E-02	
group_12769	8.67E-01	9.73E-01	3.43E-01	-1.34E-01	1.42E-01	5.56E-02	
group_12679	8.67E-01	9.73E-01	5.66E-01	-8.11E-02	1.41E-01	3.37E-02	
group_12563	8.67E-01	7.07E-01	7.59E-01	4.32E-02	1.41E-01	1.80E-02	
group_12325	8.67E-01	7.07E-01	9.90E-01	-1.94E-03	1.49E-01	7.62E-04	
group_12162	8.67E-01	4.32E-01	5.05E-01	9.35E-02	1.40E-01	3.91E-02	
cynR~~~lysR	8.67E-01	9.73E-01	5.93E-01	-7.57E-02	1.41E-01	3.14E-02	
group_11573	8.67E-01	7.07E-01	9.61E-01	-7.36E-03	1.49E-01	2.90E-03	
group_11151	8.67E-01	4.32E-01	5.05E-01	9.35E-02	1.40E-01	3.91E-02	
nifQ	8.67E-01	4.32E-01	7.68E-01	4.39E-02	1.49E-01	1.73E-02	
dipZ	8.67E-01	4.32E-01	4.42E-01	1.09E-01	1.41E-01	4.51E-02	
group_8995	8.67E-01	9.73E-01	6.15E-01	-7.12E-02	1.41E-01	2.95E-02	
yniC	8.67E-01	7.07E-01	9.04E-01	1.71E-02	1.42E-01	7.07E-03	
group_8849	8.67E-01	4.32E-01	9.62E-01	-6.82E-03	1.45E-01	2.76E-03	
group_8638	8.67E-01	2.32E-01	3.63E-01	1.40E-01	1.54E-01	5.33E-02	
group_8573	8.67E-01	2.32E-01	3.39E-01	1.36E-01	1.42E-01	5.60E-02	
mlrC	8.67E-01	4.32E-01	7.83E-01	3.98E-02	1.44E-01	1.62E-02	
group_7745	8.67E-01	7.07E-01	9.63E-01	-6.99E-03	1.49E-01	2.75E-03	
group_7618	8.67E-01	2.32E-01	4.30E-01	1.37E-01	1.74E-01	4.63E-02	
group_6338	8.67E-01	7.07E-01	6.69E-01	-6.01E-02	1.41E-01	2.51E-02	
group_5706	8.67E-01	4.32E-01	6.82E-01	6.18E-02	1.51E-01	2.41E-02	
group_5151	8.67E-01	4.32E-01	7.83E-01	3.98E-02	1.44E-01	1.62E-02	
group_19726	8.63E-01	2.02E-01	3.10E-01	1.44E-01	1.42E-01	5.95E-02	
group_19367	8.57E-01	8.75E-01	5.78E-01	3.83E-02	6.88E-02	3.26E-02	
adaA~~~alkA~~~araC	8.46E-01	9.11E-01	7.96E-01	1.65E-02	6.40E-02	1.51E-02	
group_18423	8.63E-01	3.84E-01	6.38E-01	6.31E-02	1.34E-01	2.76E-02	
group_18340	8.63E-01	3.84E-01	6.38E-01	6.31E-02	1.34E-01	2.76E-02	
group_17825	8.63E-01	3.84E-01	9.61E-01	6.91E-03	1.40E-01	2.88E-03	
group_17332	8.63E-01	2.02E-01	3.78E-01	1.40E-01	1.59E-01	5.17E-02	
group_17062	8.50E-01	1.14E-01	9.14E-02	2.13E-01	1.26E-01	9.88E-02	
group_15597	8.63E-01	2.02E-01	4.70E-02	2.62E-01	1.31E-01	1.16E-01	
group_15131	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
group_14819	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
marR~~~mhqR	8.46E-01	6.92E-02	8.08E-01	1.69E-02	6.92E-02	1.43E-02	
group_14596	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
group_14318	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
group_14020	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
group_13456	8.63E-01	6.42E-01	6.83E-01	5.75E-02	1.41E-01	2.40E-02	
group_13355	8.70E-01	4.84E-01	7.81E-01	-4.23E-02	1.52E-01	1.63E-02	
group_13081	8.63E-01	3.84E-01	5.17E-01	9.24E-02	1.42E-01	3.80E-02	
group_13030	8.63E-01	6.42E-01	7.01E-01	-5.12E-02	1.33E-01	2.26E-02	
group_12626	8.63E-01	3.84E-01	4.61E-01	9.81E-02	1.33E-01	4.32E-02	
group_12583	8.63E-01	9.53E-01	9.40E-01	-9.97E-03	1.33E-01	4.40E-03	
group_12512	8.63E-01	6.42E-01	5.15E-01	-8.94E-02	1.37E-01	3.82E-02	
group_12382	8.63E-01	3.84E-01	5.20E-01	9.09E-02	1.41E-01	3.77E-02	
hmuU	8.63E-01	3.84E-01	4.00E-01	1.17E-01	1.39E-01	4.94E-02	
group_12317	8.63E-01	6.42E-01	6.92E-01	-5.51E-02	1.39E-01	2.32E-02	
group_12161	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
yhaJ~~~lysR	8.63E-01	7.30E-01	3.18E-01	-1.33E-01	1.33E-01	5.85E-02	
group_11827	8.63E-01	3.84E-01	2.87E-01	1.43E-01	1.34E-01	6.24E-02	
group_11777	8.63E-01	6.42E-01	6.67E-01	6.28E-02	1.46E-01	2.52E-02	
azu	8.63E-01	3.84E-01	4.00E-01	1.17E-01	1.39E-01	4.94E-02	
group_11385	8.63E-01	6.42E-01	9.42E-01	-1.02E-02	1.39E-01	4.30E-03	
group_11150	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
group_10673	8.63E-01	3.84E-01	8.97E-01	1.76E-02	1.37E-01	7.56E-03	
group_10624	8.63E-01	2.02E-01	3.88E-01	1.20E-01	1.38E-01	5.06E-02	
group_10398	8.63E-01	6.42E-01	6.96E-01	5.46E-02	1.40E-01	2.29E-02	
group_10099	8.63E-01	3.84E-01	4.00E-01	1.17E-01	1.39E-01	4.94E-02	
group_9970	8.63E-01	6.42E-01	6.15E-01	6.95E-02	1.38E-01	2.95E-02	
group_9740	8.63E-01	2.02E-01	2.25E-01	1.73E-01	1.42E-01	7.11E-02	
group_9398	8.63E-01	6.42E-01	8.49E-01	2.54E-02	1.33E-01	1.12E-02	
group_8985	8.63E-01	2.02E-01	3.89E-02	2.75E-01	1.33E-01	1.21E-01	
yhjE~~~abaF	8.63E-01	3.84E-01	8.97E-01	1.76E-02	1.37E-01	7.56E-03	
group_8755	8.63E-01	6.42E-01	3.36E-01	1.28E-01	1.33E-01	5.64E-02	
group_8625	8.63E-01	6.42E-01	8.32E-01	-2.93E-02	1.38E-01	1.24E-02	
group_8283	8.63E-01	3.84E-01	7.31E-01	4.69E-02	1.36E-01	2.02E-02	
group_7963	8.63E-01	3.84E-01	4.00E-01	1.17E-01	1.39E-01	4.94E-02	
group_7772	8.63E-01	3.84E-01	7.31E-01	4.69E-02	1.36E-01	2.02E-02	
group_7036	8.63E-01	3.84E-01	4.67E-01	1.01E-01	1.39E-01	4.26E-02	
crcB	8.63E-01	2.02E-01	3.78E-01	1.40E-01	1.59E-01	5.17E-02	
group_20824	8.46E-01	3.77E-01	4.74E-01	8.71E-02	1.21E-01	4.20E-02	
tolC~~~bepC	8.46E-01	2.04E-01	2.14E-01	1.50E-01	1.21E-01	7.29E-02	
group_19857	8.46E-01	2.04E-01	2.14E-01	1.50E-01	1.21E-01	7.29E-02	
group_19854	8.60E-01	1.76E-01	2.04E-01	1.48E-01	1.17E-01	7.43E-02	
group_19814	8.60E-01	1.76E-01	1.11E-01	1.86E-01	1.16E-01	9.33E-02	
group_17868	8.60E-01	1.76E-01	2.58E-01	1.82E-01	1.60E-01	6.64E-02	
nolA~~~merR	8.60E-01	3.41E-01	2.47E-01	1.75E-01	1.51E-01	6.78E-02	
motA~~~pomA	8.60E-01	5.81E-01	5.35E-01	7.82E-02	1.26E-01	3.64E-02	
tetR~~~kstR2~~~acrR~~~betI	8.50E-01	2.33E-01	8.16E-01	-1.61E-02	6.91E-02	1.36E-02	
group_13895	8.60E-01	3.41E-01	5.45E-01	7.70E-02	1.27E-01	3.55E-02	
group_13632	8.60E-01	8.80E-01	9.47E-01	8.44E-03	1.27E-01	3.91E-03	
group_13479	8.60E-01	3.41E-01	2.59E-01	1.43E-01	1.26E-01	6.62E-02	
group_13326	8.60E-01	3.41E-01	9.65E-01	6.04E-03	1.36E-01	2.61E-03	
group_13295	8.60E-01	3.41E-01	2.59E-01	1.43E-01	1.26E-01	6.62E-02	
fecI~~~sigM	8.60E-01	5.81E-01	7.29E-01	4.35E-02	1.25E-01	2.04E-02	
group_13029	8.60E-01	5.81E-01	7.29E-01	4.35E-02	1.25E-01	2.04E-02	
group_12834	8.60E-01	8.80E-01	9.47E-01	8.44E-03	1.27E-01	3.91E-03	
group_12653	8.60E-01	1.76E-01	1.21E-01	2.18E-01	1.40E-01	9.08E-02	
group_12358	8.60E-01	8.80E-01	9.47E-01	8.44E-03	1.27E-01	3.91E-03	
group_11772	8.60E-01	1.76E-01	1.87E-01	1.94E-01	1.47E-01	7.73E-02	
group_11631	8.60E-01	3.41E-01	8.85E-01	1.94E-02	1.34E-01	8.50E-03	
group_11443	8.60E-01	8.80E-01	3.57E-01	-1.22E-01	1.32E-01	5.40E-02	
group_10532	8.60E-01	1.76E-01	1.87E-01	1.94E-01	1.47E-01	7.73E-02	
group_10458	8.60E-01	1.76E-01	1.95E-01	1.75E-01	1.35E-01	7.59E-02	
group_10288	8.60E-01	8.80E-01	9.47E-01	8.44E-03	1.27E-01	3.91E-03	
group_10051	8.60E-01	8.80E-01	3.57E-01	-1.22E-01	1.32E-01	5.40E-02	
nimR~~~araC	8.60E-01	3.41E-01	5.03E-01	9.87E-02	1.47E-01	3.93E-02	
group_9552	8.60E-01	3.41E-01	4.35E-01	1.03E-01	1.31E-01	4.58E-02	
group_9247	8.60E-01	3.41E-01	5.03E-01	9.87E-02	1.47E-01	3.93E-02	
group_8556	8.60E-01	1.76E-01	1.95E-01	1.75E-01	1.35E-01	7.59E-02	
group_8230	8.60E-01	5.81E-01	8.73E-01	-2.05E-02	1.28E-01	9.41E-03	
group_8106	8.60E-01	8.80E-01	9.47E-01	8.44E-03	1.27E-01	3.91E-03	
group_7869	8.60E-01	8.80E-01	3.57E-01	-1.22E-01	1.32E-01	5.40E-02	
group_7539	8.60E-01	3.41E-01	2.32E-01	1.59E-01	1.33E-01	7.01E-02	
group_19856	8.43E-01	1.78E-01	2.00E-01	1.49E-01	1.16E-01	7.50E-02	
group_19566	8.43E-01	1.78E-01	2.00E-01	1.49E-01	1.16E-01	7.50E-02	
degU~~~citB~~~evgA	8.43E-01	1.78E-01	2.00E-01	1.49E-01	1.16E-01	7.50E-02	
group_16146	8.57E-01	3.01E-01	3.38E-01	1.32E-01	1.38E-01	5.62E-02	
group_13980	8.57E-01	8.75E-01	7.27E-01	-4.24E-02	1.21E-01	2.05E-02	
group_13774	8.57E-01	5.24E-01	9.90E-01	-1.54E-03	1.27E-01	7.11E-04	
group_13448	8.57E-01	8.75E-01	7.27E-01	-4.23E-02	1.21E-01	2.05E-02	
group_12419	8.57E-01	5.24E-01	8.13E-01	-2.87E-02	1.21E-01	1.39E-02	
group_11819	8.57E-01	8.75E-01	5.94E-01	6.59E-02	1.23E-01	3.13E-02	
group_11453	8.57E-01	3.01E-01	5.43E-01	8.46E-02	1.39E-01	3.57E-02	
group_11426	8.57E-01	8.75E-01	6.96E-01	-4.74E-02	1.21E-01	2.29E-02	
mdtK	8.57E-01	5.24E-01	5.77E-01	7.91E-02	1.42E-01	3.27E-02	
group_10603	8.57E-01	8.10E-01	7.31E-01	4.39E-02	1.28E-01	2.01E-02	
kdgR~~~iclR	8.57E-01	8.10E-01	6.34E-01	5.78E-02	1.21E-01	2.80E-02	
group_10009	8.57E-01	3.01E-01	3.15E-01	1.29E-01	1.28E-01	5.89E-02	
group_10000	8.57E-01	1.53E-01	3.00E-01	1.27E-01	1.22E-01	6.08E-02	
group_9936	8.57E-01	3.01E-01	2.75E-01	1.54E-01	1.40E-01	6.40E-02	
pfkB~~~rbsK	8.57E-01	8.10E-01	7.00E-01	-4.61E-02	1.20E-01	2.26E-02	
group_8231	8.57E-01	5.24E-01	7.95E-01	3.16E-02	1.21E-01	1.53E-02	
group_7693	8.57E-01	3.01E-01	2.75E-01	1.54E-01	1.40E-01	6.40E-02	
group_4726	8.57E-01	3.01E-01	3.18E-01	1.32E-01	1.31E-01	5.86E-02	
group_21483	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_18407	8.50E-01	6.79E-01	8.48E-01	-2.00E-02	1.04E-01	1.13E-02	
group_18004	8.50E-01	4.87E-02	1.76E-01	1.06E-01	7.82E-02	7.93E-02	
group_17304	8.53E-01	4.71E-01	7.68E-01	4.19E-02	1.42E-01	1.73E-02	
ybhI	8.53E-01	2.65E-01	2.37E-01	1.44E-01	1.21E-01	6.93E-02	
group_14370	8.53E-01	2.65E-01	2.09E-01	1.67E-01	1.33E-01	7.37E-02	
group_14289	8.53E-01	6.46E-01	3.47E-01	-1.09E-01	1.16E-01	5.52E-02	
group_13629	8.53E-01	2.65E-01	5.55E-01	7.22E-02	1.22E-01	3.46E-02	
group_13604	8.53E-01	4.71E-01	9.72E-01	-4.21E-03	1.19E-01	2.07E-03	
group_13449	8.53E-01	7.43E-01	8.13E-01	2.83E-02	1.20E-01	1.39E-02	
group_13435	8.53E-01	2.65E-01	5.55E-01	7.22E-02	1.22E-01	3.46E-02	
group_13067	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
yabI	8.53E-01	9.48E-01	1.73E-01	-1.57E-01	1.15E-01	7.98E-02	
fepD~~~hmuU	8.53E-01	2.65E-01	5.55E-01	7.22E-02	1.22E-01	3.46E-02	
group_12048	8.53E-01	2.65E-01	5.55E-01	7.22E-02	1.22E-01	3.46E-02	
group_11263	8.53E-01	1.32E-01	1.18E-01	1.92E-01	1.23E-01	9.16E-02	
group_11113	8.53E-01	7.43E-01	3.88E-01	-1.04E-01	1.21E-01	5.07E-02	
group_10260	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_8615	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
cptA	8.53E-01	4.71E-01	1.95E-01	1.75E-01	1.34E-01	7.59E-02	
group_8281	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_8234	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_6727	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_6517	8.53E-01	1.32E-01	3.94E-02	2.51E-01	1.21E-01	1.20E-01	
group_6352	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_5617	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_5591	8.53E-01	7.43E-01	7.05E-01	4.40E-02	1.16E-01	2.22E-02	
group_4918	8.53E-01	4.71E-01	5.63E-01	7.68E-02	1.33E-01	3.39E-02	
group_4727	8.53E-01	1.32E-01	1.28E-01	2.02E-01	1.32E-01	8.90E-02	
group_16695	8.50E-01	4.22E-01	9.16E-01	1.23E-02	1.16E-01	6.22E-03	
group_16443	8.50E-01	2.33E-01	6.75E-01	4.93E-02	1.17E-01	2.46E-02	
group_14767	8.50E-01	9.81E-01	8.66E-01	1.89E-02	1.12E-01	9.92E-03	
group_13786	8.50E-01	4.22E-01	4.63E-01	9.81E-02	1.33E-01	4.30E-02	
group_13086	8.50E-01	2.33E-01	5.10E-01	7.84E-02	1.19E-01	3.86E-02	
group_12630	8.50E-01	2.33E-01	5.93E-01	6.44E-02	1.20E-01	3.13E-02	
group_12580	8.50E-01	4.22E-01	6.74E-01	5.62E-02	1.33E-01	2.47E-02	
holB	8.53E-01	2.65E-01	6.36E-01	5.54E-02	1.17E-01	2.78E-02	
group_12285	8.50E-01	4.22E-01	5.72E-01	6.46E-02	1.14E-01	3.31E-02	
group_11900	8.50E-01	9.81E-01	8.94E-01	-1.49E-02	1.12E-01	7.82E-03	
group_11766	8.50E-01	2.33E-01	1.86E-01	1.77E-01	1.33E-01	7.74E-02	
group_11527	8.50E-01	6.79E-01	8.52E-01	-2.07E-02	1.11E-01	1.09E-02	
group_10297	8.50E-01	2.33E-01	5.28E-01	7.85E-02	1.24E-01	3.70E-02	
group_9492	8.50E-01	4.22E-01	7.06E-01	4.76E-02	1.26E-01	2.21E-02	
group_8635	8.50E-01	6.79E-01	6.24E-01	5.47E-02	1.11E-01	2.88E-02	
group_8232	8.50E-01	6.79E-01	6.24E-01	5.47E-02	1.11E-01	2.88E-02	
tmpT	8.50E-01	6.79E-01	6.77E-01	-4.81E-02	1.15E-01	2.44E-02	
group_20037	8.50E-01	2.33E-01	3.94E-01	8.22E-02	9.63E-02	5.00E-02	
group_19787	8.50E-01	2.33E-01	3.94E-01	8.22E-02	9.63E-02	5.00E-02	
group_19461	8.46E-01	6.19E-01	5.38E-01	6.25E-02	1.01E-01	3.62E-02	
group_19444	8.46E-01	6.19E-01	5.38E-01	6.25E-02	1.01E-01	3.62E-02	
group_15752	8.46E-01	2.04E-01	2.56E-01	1.35E-01	1.18E-01	6.66E-02	
group_14159	8.46E-01	3.77E-01	4.34E-01	1.00E-01	1.28E-01	4.59E-02	
group_14016	8.46E-01	3.77E-01	4.34E-01	1.00E-01	1.28E-01	4.59E-02	
trpI	8.46E-01	6.19E-01	9.28E-01	-1.16E-02	1.28E-01	5.31E-03	
group_13089	8.46E-01	6.19E-01	7.35E-01	3.83E-02	1.13E-01	1.98E-02	
group_12924	8.46E-01	3.77E-01	9.04E-01	-1.31E-02	1.08E-01	7.11E-03	
group_12833	8.46E-01	6.19E-01	8.12E-01	2.82E-02	1.18E-01	1.40E-02	
group_12125	8.46E-01	6.19E-01	7.36E-01	-3.76E-02	1.11E-01	1.98E-02	
group_11347	8.46E-01	3.77E-01	4.02E-01	9.20E-02	1.10E-01	4.91E-02	
group_11184	8.46E-01	3.77E-01	9.04E-01	-1.31E-02	1.08E-01	7.11E-03	
group_10504	8.53E-01	2.65E-01	6.12E-01	6.70E-02	1.32E-01	2.97E-02	
group_10270	8.46E-01	3.77E-01	9.04E-01	-1.31E-02	1.08E-01	7.11E-03	
group_10259	8.46E-01	6.19E-01	5.89E-01	5.81E-02	1.07E-01	3.17E-02	
group_9998	8.46E-01	2.04E-01	2.84E-01	1.27E-01	1.19E-01	6.27E-02	
group_9590	8.46E-01	3.77E-01	9.04E-01	-1.31E-02	1.08E-01	7.11E-03	
group_8250	8.46E-01	3.77E-01	9.04E-01	-1.31E-02	1.08E-01	7.11E-03	
ykgO	8.46E-01	3.77E-01	1.62E-01	1.68E-01	1.20E-01	8.19E-02	
group_7905	8.46E-01	9.11E-01	9.05E-01	1.29E-02	1.08E-01	7.00E-03	
cheR~~~wspC	8.43E-01	3.35E-01	6.51E-01	4.63E-02	1.02E-01	2.66E-02	
group_16569	8.43E-01	1.78E-01	5.93E-02	2.56E-01	1.35E-01	1.10E-01	
group_16292	8.43E-01	5.61E-01	6.61E-01	4.70E-02	1.07E-01	2.57E-02	
nimR~~~araC~~~rhaS	8.43E-01	8.43E-01	8.54E-01	1.94E-02	1.05E-01	1.08E-02	
group_14348	8.43E-01	3.35E-01	9.69E-01	-4.03E-03	1.05E-01	2.25E-03	
group_14059	8.43E-01	3.35E-01	9.69E-01	-4.03E-03	1.05E-01	2.25E-03	
group_13635	8.43E-01	3.35E-01	9.69E-01	-4.03E-03	1.05E-01	2.25E-03	
group_13598	8.43E-01	8.40E-02	2.49E-01	1.35E-01	1.17E-01	6.75E-02	
group_13585	8.43E-01	8.40E-02	2.49E-01	1.35E-01	1.17E-01	6.75E-02	
group_13556	8.43E-01	3.35E-01	9.69E-01	-4.03E-03	1.05E-01	2.25E-03	
group_13401	8.43E-01	3.35E-01	9.08E-01	-1.21E-02	1.05E-01	6.75E-03	
group_13048	8.43E-01	8.40E-02	2.49E-01	1.35E-01	1.17E-01	6.75E-02	
group_12862	8.43E-01	8.54E-01	1.53E-01	-1.53E-01	1.07E-01	8.37E-02	
group_12743	8.46E-01	9.79E-02	2.87E-01	1.32E-01	1.24E-01	6.24E-02	
group_12429	8.43E-01	8.43E-01	3.51E-01	-1.09E-01	1.17E-01	5.46E-02	
argO~~~lysE	8.43E-01	8.54E-01	1.53E-01	-1.53E-01	1.07E-01	8.37E-02	
group_11829	8.43E-01	3.35E-01	3.54E-01	1.03E-01	1.11E-01	5.43E-02	
sapC	8.43E-01	8.40E-02	2.49E-01	1.35E-01	1.17E-01	6.75E-02	
fixK	8.43E-01	1.78E-01	3.74E-01	9.65E-02	1.08E-01	5.21E-02	
group_10825	8.46E-01	9.79E-02	2.87E-01	1.32E-01	1.24E-01	6.24E-02	
group_10644	8.43E-01	3.35E-01	3.54E-01	1.03E-01	1.11E-01	5.43E-02	
group_10090	8.43E-01	8.40E-02	7.79E-02	2.07E-01	1.17E-01	1.03E-01	
group_9454	8.43E-01	3.35E-01	8.78E-01	1.60E-02	1.05E-01	8.99E-03	
group_9418	8.43E-01	8.54E-01	1.53E-01	-1.53E-01	1.07E-01	8.37E-02	
group_20102	8.43E-01	1.78E-01	3.48E-01	1.03E-01	1.10E-01	5.50E-02	
group_19723	8.40E-01	5.08E-01	8.89E-01	-1.37E-02	9.83E-02	8.18E-03	
group_19711	8.40E-01	7.77E-01	4.73E-01	-7.05E-02	9.82E-02	4.21E-02	
nepI~~~pbuE	8.40E-01	2.98E-01	2.30E-01	1.27E-01	1.06E-01	7.03E-02	
group_18254	8.40E-01	7.19E-02	1.33E-01	1.59E-01	1.06E-01	8.80E-02	
group_16368	8.40E-01	1.55E-01	5.61E-02	2.44E-01	1.27E-01	1.12E-01	
group_15637	8.29E-01	3.43E-01	9.30E-01	5.50E-03	6.24E-02	5.16E-03	
group_14950	8.40E-01	7.77E-01	7.40E-01	3.36E-02	1.01E-01	1.95E-02	
group_12711	8.40E-01	5.08E-01	3.13E-01	1.18E-01	1.16E-01	5.92E-02	
group_12504	8.40E-01	5.08E-01	3.13E-01	1.18E-01	1.16E-01	5.92E-02	
group_12369	8.40E-01	5.08E-01	3.13E-01	1.18E-01	1.16E-01	5.92E-02	
group_11647	8.40E-01	5.08E-01	3.13E-01	1.18E-01	1.16E-01	5.92E-02	
group_11615	8.40E-01	5.08E-01	4.36E-01	8.08E-02	1.04E-01	4.56E-02	
group_11076	8.40E-01	9.24E-01	1.86E-01	-1.37E-01	1.03E-01	7.74E-02	
group_10366	8.40E-01	5.08E-01	4.36E-01	8.08E-02	1.04E-01	4.56E-02	
group_10348	8.33E-01	2.72E-07	1.14E-01	-1.24E-01	7.82E-02	9.24E-02	
group_9899	8.40E-01	7.19E-02	1.52E-01	1.79E-01	1.25E-01	8.38E-02	
group_8370	8.40E-01	5.08E-01	3.13E-01	1.18E-01	1.16E-01	5.92E-02	
lysR~~~gltC	8.40E-01	7.19E-02	1.53E-01	1.80E-01	1.26E-01	8.38E-02	
group_7977	8.40E-01	2.98E-01	2.46E-01	1.36E-01	1.17E-01	6.80E-02	
group_7762	8.40E-01	9.24E-01	7.72E-01	2.95E-02	1.02E-01	1.70E-02	
group_5870	8.40E-01	2.98E-01	3.14E-01	1.08E-01	1.07E-01	5.90E-02	
group_5280	8.40E-01	5.08E-01	3.13E-01	1.18E-01	1.16E-01	5.92E-02	
group_4885	8.40E-01	7.19E-02	1.53E-01	1.80E-01	1.26E-01	8.38E-02	
group_20254	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
fabA	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_20188	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_20187	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_20091	8.40E-01	1.55E-01	3.11E-01	1.08E-01	1.06E-01	5.94E-02	
group_19975	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_19974	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_19663	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_19432	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_19386	8.23E-01	3.20E-02	3.79E-02	2.01E-01	9.65E-02	1.21E-01	
group_16388	8.36E-01	4.58E-01	6.42E-01	5.01E-02	1.08E-01	2.73E-02	
group_13571	8.36E-01	2.63E-01	2.54E-01	1.29E-01	1.12E-01	6.68E-02	
group_13430	8.36E-01	7.14E-01	8.35E-01	-2.05E-02	9.80E-02	1.23E-02	
hasA	8.36E-01	2.63E-01	4.57E-01	7.69E-02	1.03E-01	4.36E-02	
shlB	8.36E-01	2.63E-01	2.54E-01	1.29E-01	1.12E-01	6.68E-02	
prsD	8.36E-01	2.63E-01	4.57E-01	7.69E-02	1.03E-01	4.36E-02	
group_11798	8.23E-01	2.61E-02	8.62E-01	1.13E-02	6.49E-02	1.02E-02	
tolC~~~hlyD	8.36E-01	2.63E-01	4.57E-01	7.69E-02	1.03E-01	4.36E-02	
czcC~~~tolC	8.36E-01	4.58E-01	2.95E-01	1.18E-01	1.13E-01	6.14E-02	
melB~~~yhjE	8.40E-01	7.77E-01	9.06E-01	-1.19E-02	1.01E-01	6.95E-03	
group_9347	8.36E-01	4.58E-01	8.65E-01	1.72E-02	1.01E-01	1.00E-02	
group_5937	8.36E-01	2.63E-01	7.18E-01	3.74E-02	1.03E-01	2.12E-02	
group_19864	8.19E-01	2.70E-02	3.68E-02	1.98E-01	9.44E-02	1.22E-01	
group_19628	8.19E-01	2.70E-02	3.68E-02	1.98E-01	9.44E-02	1.22E-01	
